id_driver,recency,frequency,monetary_value,updated_at
399199,7,147,4043,2020-03-23 07:12:30.410 UTC
458365,8,153,4646,2020-03-23 07:12:30.410 UTC
281088,7,113,3468,2020-03-23 07:12:30.410 UTC
70343,1,275,4764,2020-03-23 07:12:30.410 UTC
47909,18,47,5451,2020-03-23 07:12:30.410 UTC
406378,7,69,1985,2020-03-23 07:12:30.410 UTC
303830,2,87,4043,2020-03-23 07:12:30.410 UTC
207300,7,119,4174,2020-03-23 07:12:30.410 UTC
174781,7,52,2387,2020-03-23 07:12:30.410 UTC
398687,7,89,2928,2020-03-23 07:12:30.410 UTC
376145,6,160,4451,2020-03-23 07:12:30.410 UTC
383896,9,69,3051,2020-03-23 07:12:30.410 UTC
414298,12,8,263,2020-03-23 07:12:30.410 UTC
97989,7,206,4318,2020-03-23 07:12:30.410 UTC
408468,16,14,1537,2020-03-23 07:12:30.410 UTC
149568,24,8,652,2020-03-23 07:12:30.410 UTC
447870,21,7,1841,2020-03-23 07:12:30.410 UTC
377225,6,107,3738,2020-03-23 07:12:30.410 UTC
125981,8,115,3814,2020-03-23 07:12:30.410 UTC
181479,11,46,296,2020-03-23 07:12:30.410 UTC
68705,8,2,818,2020-03-23 07:12:30.410 UTC
348170,9,49,2971,2020-03-23 07:12:30.410 UTC
519521,7,54,1364,2020-03-23 07:12:30.410 UTC
600952,6,62,979,2020-03-23 07:12:30.410 UTC
535492,6,73,1127,2020-03-23 07:12:30.410 UTC
52024,13,88,3728,2020-03-23 07:12:30.410 UTC
545437,8,55,1088,2020-03-23 07:12:30.410 UTC
352397,8,104,5006,2020-03-23 07:12:30.410 UTC
498773,9,136,2702,2020-03-23 07:12:30.410 UTC
476690,23,17,824,2020-03-23 07:12:30.410 UTC
516482,11,3,230,2020-03-23 07:12:30.410 UTC
275591,7,148,2051,2020-03-23 07:12:30.410 UTC
285120,6,24,1055,2020-03-23 07:12:30.410 UTC
83436,7,21,792,2020-03-23 07:12:30.410 UTC
545943,6,137,2046,2020-03-23 07:12:30.410 UTC
441103,6,145,3116,2020-03-23 07:12:30.410 UTC
166605,7,22,809,2020-03-23 07:12:30.410 UTC
341867,9,86,1203,2020-03-23 07:12:30.410 UTC
535461,8,18,1055,2020-03-23 07:12:30.410 UTC
36473,4,117,1307,2020-03-23 07:12:30.410 UTC
493979,8,32,1166,2020-03-23 07:12:30.410 UTC
509615,7,4,1276,2020-03-23 07:12:30.410 UTC
468102,7,90,1436,2020-03-23 07:12:30.410 UTC
178471,10,69,1295,2020-03-23 07:12:30.410 UTC
475194,7,230,4872,2020-03-23 07:12:30.410 UTC
422310,21,6,709,2020-03-23 07:12:30.410 UTC
381165,29,1,2106,2020-03-23 07:12:30.410 UTC
387204,8,31,1879,2020-03-23 07:12:30.410 UTC
52609,6,109,2266,2020-03-23 07:12:30.410 UTC
311040,13,38,255,2020-03-23 07:12:30.410 UTC
473651,7,187,1382,2020-03-23 07:12:30.410 UTC
361085,14,2,21,2020-03-23 07:12:30.410 UTC
703171,8,60,1020,2020-03-23 07:12:30.410 UTC
50459,6,143,2565,2020-03-23 07:12:30.410 UTC
590639,6,147,1704,2020-03-23 07:12:30.410 UTC
573285,6,127,2011,2020-03-23 07:12:30.410 UTC
631506,8,61,1738,2020-03-23 07:12:30.410 UTC
441220,6,65,2018,2020-03-23 07:12:30.410 UTC
637944,8,78,2383,2020-03-23 07:12:30.410 UTC
281721,7,154,2252,2020-03-23 07:12:30.410 UTC
77050,8,251,2122,2020-03-23 07:12:30.410 UTC
154424,4,47,2561,2020-03-23 07:12:30.410 UTC
661775,6,127,1573,2020-03-23 07:12:30.410 UTC
510768,20,2,177,2020-03-23 07:12:30.410 UTC
572492,9,42,751,2020-03-23 07:12:30.410 UTC
489695,7,55,1200,2020-03-23 07:12:30.410 UTC
694423,8,47,1515,2020-03-23 07:12:30.410 UTC
632682,7,77,1107,2020-03-23 07:12:30.410 UTC
576909,10,102,1800,2020-03-23 07:12:30.410 UTC
407128,7,49,840,2020-03-23 07:12:30.410 UTC
657387,6,63,890,2020-03-23 07:12:30.410 UTC
583326,8,104,1208,2020-03-23 07:12:30.410 UTC
707463,1,59,750,2020-03-23 07:12:30.410 UTC
721313,7,20,562,2020-03-23 07:12:30.410 UTC
182168,9,29,346,2020-03-23 07:12:30.410 UTC
444263,8,120,2493,2020-03-23 07:12:30.410 UTC
573481,11,6,392,2020-03-23 07:12:30.410 UTC
620495,8,147,3986,2020-03-23 07:12:30.410 UTC
736933,1,8,354,2020-03-23 07:12:30.410 UTC
644309,9,7,394,2020-03-23 07:12:30.410 UTC
709574,7,7,304,2020-03-23 07:12:30.410 UTC
147782,6,115,3029,2020-03-23 07:12:30.410 UTC
179446,6,39,908,2020-03-23 07:12:30.410 UTC
660782,7,135,1849,2020-03-23 07:12:30.410 UTC
434522,10,21,887,2020-03-23 07:12:30.410 UTC
672673,7,83,919,2020-03-23 07:12:30.410 UTC
706470,21,29,520,2020-03-23 07:12:30.410 UTC
167629,6,239,1710,2020-03-23 07:12:30.410 UTC
467798,6,24,639,2020-03-23 07:12:30.410 UTC
724617,8,115,528,2020-03-23 07:12:30.410 UTC
733032,8,151,563,2020-03-23 07:12:30.410 UTC
570130,8,28,725,2020-03-23 07:12:30.410 UTC
609480,9,205,2507,2020-03-23 07:12:30.410 UTC
329932,6,155,3590,2020-03-23 07:12:30.410 UTC
707996,7,228,2369,2020-03-23 07:12:30.410 UTC
644417,9,39,698,2020-03-23 07:12:30.410 UTC
459662,12,235,1309,2020-03-23 07:12:30.410 UTC
299261,7,8,493,2020-03-23 07:12:30.410 UTC
127203,6,36,1452,2020-03-23 07:12:30.410 UTC
542211,8,29,962,2020-03-23 07:12:30.410 UTC
620010,7,58,3059,2020-03-23 07:12:30.410 UTC
663053,0,225,2513,2020-03-23 07:12:30.410 UTC
59961,7,44,826,2020-03-23 07:12:30.410 UTC
426038,8,7,1083,2020-03-23 07:12:30.410 UTC
489127,7,9,165,2020-03-23 07:12:30.410 UTC
706439,6,5,231,2020-03-23 07:12:30.410 UTC
85625,21,2,167,2020-03-23 07:12:30.410 UTC
91495,7,126,1628,2020-03-23 07:12:30.410 UTC
710502,9,22,315,2020-03-23 07:12:30.410 UTC
660513,9,99,685,2020-03-23 07:12:30.410 UTC
728367,1,226,975,2020-03-23 07:12:30.410 UTC
662564,8,58,604,2020-03-23 07:12:30.410 UTC
527056,7,61,421,2020-03-23 07:12:30.410 UTC
330504,12,20,175,2020-03-23 07:12:30.410 UTC
653811,22,1,990,2020-03-23 07:12:30.410 UTC
689983,8,98,1686,2020-03-23 07:12:30.410 UTC
626400,7,38,513,2020-03-23 07:12:30.410 UTC
125044,14,89,2180,2020-03-23 07:12:30.410 UTC
720741,24,1,82,2020-03-23 07:12:30.410 UTC
6080,6,141,2085,2020-03-23 07:12:30.410 UTC
596704,8,7,728,2020-03-23 07:12:30.410 UTC
172194,8,136,2218,2020-03-23 07:12:30.410 UTC
625728,8,26,707,2020-03-23 07:12:30.410 UTC
170845,0,84,659,2020-03-23 07:12:30.410 UTC
561073,5,128,1278,2020-03-23 07:12:30.410 UTC
375447,7,9,1334,2020-03-23 07:12:30.410 UTC
111367,6,3,462,2020-03-23 07:12:30.410 UTC
125929,11,58,2897,2020-03-23 07:12:30.410 UTC
559864,6,6,631,2020-03-23 07:12:30.410 UTC
669374,7,138,610,2020-03-23 07:12:30.410 UTC
790988,13,47,144,2020-03-23 07:12:30.410 UTC
689710,25,43,876,2020-03-23 07:12:30.410 UTC
780250,6,89,329,2020-03-23 07:12:30.410 UTC
237806,8,195,876,2020-03-23 07:12:30.410 UTC
616203,8,134,550,2020-03-23 07:12:30.410 UTC
693170,10,158,705,2020-03-23 07:12:30.410 UTC
762042,17,38,519,2020-03-23 07:12:30.410 UTC
693274,8,74,924,2020-03-23 07:12:30.410 UTC
545541,7,190,2088,2020-03-23 07:12:30.410 UTC
763919,8,71,387,2020-03-23 07:12:30.410 UTC
786961,9,8,119,2020-03-23 07:12:30.410 UTC
548432,7,192,765,2020-03-23 07:12:30.410 UTC
195941,7,20,319,2020-03-23 07:12:30.410 UTC
673154,7,274,2230,2020-03-23 07:12:30.410 UTC
735299,7,14,96,2020-03-23 07:12:30.410 UTC
758461,7,87,459,2020-03-23 07:12:30.410 UTC
567143,6,65,414,2020-03-23 07:12:30.410 UTC
611890,7,38,621,2020-03-23 07:12:30.410 UTC
737930,10,12,186,2020-03-23 07:12:30.410 UTC
740163,11,44,569,2020-03-23 07:12:30.410 UTC
6192,8,110,763,2020-03-23 07:12:30.410 UTC
756723,8,83,502,2020-03-23 07:12:30.410 UTC
103815,6,7,86,2020-03-23 07:12:30.410 UTC
590774,12,22,285,2020-03-23 07:12:30.410 UTC
781199,9,46,191,2020-03-23 07:12:30.410 UTC
623842,7,43,1004,2020-03-23 07:12:30.410 UTC
770201,23,26,250,2020-03-23 07:12:30.410 UTC
320326,6,107,298,2020-03-23 07:12:30.410 UTC
602934,11,167,1652,2020-03-23 07:12:30.410 UTC
268360,10,5,95,2020-03-23 07:12:30.410 UTC
784403,7,30,309,2020-03-23 07:12:30.410 UTC
404037,6,67,422,2020-03-23 07:12:30.410 UTC
761444,7,143,722,2020-03-23 07:12:30.410 UTC
777480,8,61,264,2020-03-23 07:12:30.410 UTC
741914,6,272,2105,2020-03-23 07:12:30.410 UTC
151589,18,11,545,2020-03-23 07:12:30.410 UTC
770925,6,88,378,2020-03-23 07:12:30.410 UTC
483709,8,29,494,2020-03-23 07:12:30.410 UTC
212701,7,14,269,2020-03-23 07:12:30.410 UTC
775854,12,52,393,2020-03-23 07:12:30.410 UTC
305304,8,64,827,2020-03-23 07:12:30.410 UTC
742326,9,34,222,2020-03-23 07:12:30.410 UTC
783562,7,55,197,2020-03-23 07:12:30.410 UTC
785235,12,65,257,2020-03-23 07:12:30.410 UTC
227519,7,134,392,2020-03-23 07:12:30.410 UTC
602041,8,105,602,2020-03-23 07:12:30.410 UTC
582065,6,24,532,2020-03-23 07:12:30.410 UTC
311594,13,32,108,2020-03-23 07:12:30.410 UTC
641010,14,35,596,2020-03-23 07:12:30.410 UTC
614344,6,92,517,2020-03-23 07:12:30.410 UTC
521646,7,113,637,2020-03-23 07:12:30.410 UTC
610481,6,93,1302,2020-03-23 07:12:30.410 UTC
727764,23,1,70,2020-03-23 07:12:30.410 UTC
742053,23,12,32,2020-03-23 07:12:30.410 UTC
788495,6,134,278,2020-03-23 07:12:30.410 UTC
697189,10,13,21,2020-03-23 07:12:30.410 UTC
25275,8,37,451,2020-03-23 07:12:30.410 UTC
516213,8,10,390,2020-03-23 07:12:30.410 UTC
88820,7,51,409,2020-03-23 07:12:30.410 UTC
725861,8,29,575,2020-03-23 07:12:30.410 UTC
14416,6,38,667,2020-03-23 07:12:30.410 UTC
400652,21,6,362,2020-03-23 07:12:30.410 UTC
15253,7,4,5030,2020-03-23 07:12:30.410 UTC
547379,24,1,34,2020-03-23 07:12:30.410 UTC
666912,8,3,291,2020-03-23 07:12:30.410 UTC
553218,7,14,266,2020-03-23 07:12:30.410 UTC
9730,7,42,1830,2020-03-23 07:12:30.410 UTC
355488,16,5,147,2020-03-23 07:12:30.410 UTC
720264,7,254,404,2020-03-23 07:12:30.410 UTC
736660,19,55,167,2020-03-23 07:12:30.410 UTC
297792,23,9,495,2020-03-23 07:12:30.410 UTC
631814,6,67,845,2020-03-23 07:12:30.410 UTC
403855,6,90,422,2020-03-23 07:12:30.410 UTC
63104,9,3,190,2020-03-23 07:12:30.410 UTC
196085,6,6,45,2020-03-23 07:12:30.410 UTC
673627,8,27,315,2020-03-23 07:12:30.410 UTC
442798,12,7,127,2020-03-23 07:12:30.410 UTC
778966,12,9,168,2020-03-23 07:12:30.410 UTC
353563,7,1,15,2020-03-23 07:12:30.410 UTC
458040,16,5,86,2020-03-23 07:12:30.410 UTC
759394,7,54,260,2020-03-23 07:12:30.410 UTC
403751,9,1,57,2020-03-23 07:12:30.410 UTC
237906,7,3,627,2020-03-23 07:12:30.410 UTC
668502,29,1,22,2020-03-23 07:12:30.410 UTC
762272,8,42,254,2020-03-23 07:12:30.410 UTC
596527,1,115,279,2020-03-23 07:12:30.410 UTC
215545,19,17,151,2020-03-23 07:12:30.410 UTC
792635,7,298,750,2020-03-23 07:12:30.410 UTC
731904,6,106,251,2020-03-23 07:12:30.410 UTC
116006,8,35,270,2020-03-23 07:12:30.410 UTC
138830,1,64,251,2020-03-23 07:12:30.410 UTC
376340,8,117,245,2020-03-23 07:12:30.410 UTC
790112,3,29,48,2020-03-23 07:12:30.410 UTC
601893,12,114,122,2020-03-23 07:12:30.410 UTC
563384,8,215,264,2020-03-23 07:12:30.410 UTC
714711,11,14,31,2020-03-23 07:12:30.410 UTC
808211,19,17,17,2020-03-23 07:12:30.410 UTC
809932,6,183,183,2020-03-23 07:12:30.410 UTC
731900,14,98,272,2020-03-23 07:12:30.410 UTC
803096,9,120,173,2020-03-23 07:12:30.410 UTC
739807,7,53,125,2020-03-23 07:12:30.410 UTC
797868,22,2,12,2020-03-23 07:12:30.410 UTC
653572,6,5,189,2020-03-23 07:12:30.410 UTC
711945,26,4,27,2020-03-23 07:12:30.410 UTC
800794,8,74,167,2020-03-23 07:12:30.410 UTC
673631,11,13,59,2020-03-23 07:12:30.410 UTC
815993,12,23,23,2020-03-23 07:12:30.410 UTC
804878,6,36,36,2020-03-23 07:12:30.410 UTC
510781,1,175,175,2020-03-23 07:12:30.410 UTC
813860,13,42,42,2020-03-23 07:12:30.410 UTC
802693,7,130,130,2020-03-23 07:12:30.410 UTC
675109,15,6,48,2020-03-23 07:12:30.410 UTC
771237,13,4,65,2020-03-23 07:12:30.410 UTC
772538,6,39,68,2020-03-23 07:12:30.410 UTC
802008,27,3,26,2020-03-23 07:12:30.410 UTC
818464,6,45,45,2020-03-23 07:12:30.410 UTC
254605,10,30,63,2020-03-23 07:12:30.410 UTC
654144,7,23,23,2020-03-23 07:12:30.410 UTC
815317,6,53,53,2020-03-23 07:12:30.410 UTC
267411,6,7,60,2020-03-23 07:12:30.410 UTC
422474,13,3,3,2020-03-23 07:12:30.410 UTC
811220,6,7,7,2020-03-23 07:12:30.410 UTC
820649,0,25,25,2020-03-23 07:12:30.410 UTC
813054,5,6,6,2020-03-23 07:12:30.410 UTC
794573,26,7,7,2020-03-23 07:12:30.410 UTC
33139,9,8,3687,2020-03-23 07:12:30.410 UTC
27469,19,7,2249,2020-03-23 07:12:30.410 UTC
16666,13,1,9251,2020-03-23 07:12:30.410 UTC
24322,7,119,12130,2020-03-23 07:12:30.410 UTC
47012,7,6,743,2020-03-23 07:12:30.410 UTC
190375,7,120,9603,2020-03-23 07:12:30.410 UTC
14901,8,67,5681,2020-03-23 07:12:30.410 UTC
6396,19,5,6921,2020-03-23 07:12:30.410 UTC
136767,7,274,10580,2020-03-23 07:12:30.410 UTC
149993,7,184,6419,2020-03-23 07:12:30.410 UTC
14824,14,8,2569,2020-03-23 07:12:30.410 UTC
71328,8,40,3454,2020-03-23 07:12:30.410 UTC
252884,0,51,2241,2020-03-23 07:12:30.410 UTC
9175,7,146,8120,2020-03-23 07:12:30.410 UTC
197550,1,12,1475,2020-03-23 07:12:30.410 UTC
190340,7,276,7047,2020-03-23 07:12:30.410 UTC
184514,6,158,5667,2020-03-23 07:12:30.410 UTC
9795,8,73,7049,2020-03-23 07:12:30.410 UTC
127377,10,26,4267,2020-03-23 07:12:30.410 UTC
21252,7,55,3309,2020-03-23 07:12:30.410 UTC
109612,8,2,3744,2020-03-23 07:12:30.410 UTC
11121,7,87,2410,2020-03-23 07:12:30.410 UTC
80952,6,103,6537,2020-03-23 07:12:30.410 UTC
10128,7,37,4649,2020-03-23 07:12:30.410 UTC
8386,6,104,4051,2020-03-23 07:12:30.410 UTC
73621,7,71,6274,2020-03-23 07:12:30.410 UTC
62900,6,62,6426,2020-03-23 07:12:30.410 UTC
159301,7,85,2953,2020-03-23 07:12:30.410 UTC
32983,5,91,4417,2020-03-23 07:12:30.410 UTC
4098,6,115,9375,2020-03-23 07:12:30.410 UTC
113617,7,67,7874,2020-03-23 07:12:30.410 UTC
274550,8,76,1521,2020-03-23 07:12:30.410 UTC
59072,8,130,4644,2020-03-23 07:12:30.410 UTC
97096,28,1,10636,2020-03-23 07:12:30.410 UTC
32333,28,13,7104,2020-03-23 07:12:30.410 UTC
243299,8,46,3196,2020-03-23 07:12:30.410 UTC
140716,6,33,3820,2020-03-23 07:12:30.410 UTC
195829,6,100,4107,2020-03-23 07:12:30.410 UTC
15621,7,90,7899,2020-03-23 07:12:30.410 UTC
14503,14,7,4454,2020-03-23 07:12:30.410 UTC
10220,9,29,4492,2020-03-23 07:12:30.410 UTC
8798,6,43,5399,2020-03-23 07:12:30.410 UTC
191606,8,126,3537,2020-03-23 07:12:30.410 UTC
20134,11,6,559,2020-03-23 07:12:30.410 UTC
129973,7,104,6458,2020-03-23 07:12:30.410 UTC
117493,8,92,5990,2020-03-23 07:12:30.410 UTC
181167,7,219,9471,2020-03-23 07:12:30.410 UTC
11737,7,64,2514,2020-03-23 07:12:30.410 UTC
127455,9,95,3489,2020-03-23 07:12:30.410 UTC
105293,8,105,5194,2020-03-23 07:12:30.410 UTC
95323,7,137,8464,2020-03-23 07:12:30.410 UTC
197467,1,106,3570,2020-03-23 07:12:30.410 UTC
62502,22,23,2605,2020-03-23 07:12:30.410 UTC
90854,8,56,4432,2020-03-23 07:12:30.410 UTC
5199,6,88,3186,2020-03-23 07:12:30.410 UTC
130208,6,20,1699,2020-03-23 07:12:30.410 UTC
35095,7,217,8077,2020-03-23 07:12:30.410 UTC
47220,6,34,9407,2020-03-23 07:12:30.410 UTC
159170,8,7,386,2020-03-23 07:12:30.410 UTC
79691,14,17,2700,2020-03-23 07:12:30.410 UTC
58223,10,12,887,2020-03-23 07:12:30.410 UTC
134586,8,25,3643,2020-03-23 07:12:30.410 UTC
317512,6,71,2966,2020-03-23 07:12:30.410 UTC
8694,9,12,1428,2020-03-23 07:12:30.410 UTC
20750,9,87,4738,2020-03-23 07:12:30.410 UTC
7749,10,7,4338,2020-03-23 07:12:30.410 UTC
5464,7,9,3661,2020-03-23 07:12:30.410 UTC
54087,6,81,3678,2020-03-23 07:12:30.410 UTC
35710,10,3,1303,2020-03-23 07:12:30.410 UTC
178397,6,86,4227,2020-03-23 07:12:30.410 UTC
116531,16,3,539,2020-03-23 07:12:30.410 UTC
8711,6,13,1867,2020-03-23 07:12:30.410 UTC
114046,17,2,3597,2020-03-23 07:12:30.410 UTC
228841,7,77,3060,2020-03-23 07:12:30.410 UTC
360490,6,59,2567,2020-03-23 07:12:30.410 UTC
9075,7,20,1372,2020-03-23 07:12:30.410 UTC
188754,7,142,5110,2020-03-23 07:12:30.410 UTC
183513,16,4,503,2020-03-23 07:12:30.410 UTC
38012,3,359,2580,2020-03-23 07:12:30.410 UTC
325740,20,1,912,2020-03-23 07:12:30.410 UTC
224441,6,27,1148,2020-03-23 07:12:30.410 UTC
345743,8,23,2348,2020-03-23 07:12:30.410 UTC
133980,12,3,4188,2020-03-23 07:12:30.410 UTC
327197,7,2,1390,2020-03-23 07:12:30.410 UTC
329867,8,28,1198,2020-03-23 07:12:30.410 UTC
163112,21,16,729,2020-03-23 07:12:30.410 UTC
182836,8,15,747,2020-03-23 07:12:30.410 UTC
40414,7,20,2809,2020-03-23 07:12:30.410 UTC
299590,7,98,3463,2020-03-23 07:12:30.410 UTC
204300,10,5,585,2020-03-23 07:12:30.410 UTC
264840,6,80,2640,2020-03-23 07:12:30.410 UTC
285540,26,8,1392,2020-03-23 07:12:30.410 UTC
153860,17,6,959,2020-03-23 07:12:30.410 UTC
297657,8,23,1050,2020-03-23 07:12:30.410 UTC
112312,7,75,3345,2020-03-23 07:12:30.410 UTC
82790,8,57,3311,2020-03-23 07:12:30.410 UTC
117982,5,97,3113,2020-03-23 07:12:30.410 UTC
98431,8,138,4309,2020-03-23 07:12:30.410 UTC
366768,8,29,933,2020-03-23 07:12:30.410 UTC
71011,6,54,4683,2020-03-23 07:12:30.410 UTC
131526,7,188,6609,2020-03-23 07:12:30.410 UTC
456666,6,94,1478,2020-03-23 07:12:30.410 UTC
377450,6,10,2784,2020-03-23 07:12:30.410 UTC
394114,9,88,770,2020-03-23 07:12:30.410 UTC
412348,6,76,2810,2020-03-23 07:12:30.410 UTC
383571,8,122,4723,2020-03-23 07:12:30.410 UTC
449088,27,8,522,2020-03-23 07:12:30.410 UTC
386575,6,101,5793,2020-03-23 07:12:30.410 UTC
142645,7,25,904,2020-03-23 07:12:30.410 UTC
387247,6,55,2505,2020-03-23 07:12:30.410 UTC
36161,0,18,2968,2020-03-23 07:12:30.410 UTC
345959,9,10,1391,2020-03-23 07:12:30.410 UTC
410258,8,18,1097,2020-03-23 07:12:30.410 UTC
269877,13,30,1873,2020-03-23 07:12:30.410 UTC
326516,9,174,4901,2020-03-23 07:12:30.410 UTC
268451,10,71,1582,2020-03-23 07:12:30.410 UTC
366911,9,38,1212,2020-03-23 07:12:30.410 UTC
260540,7,40,1434,2020-03-23 07:12:30.410 UTC
241669,0,12,3665,2020-03-23 07:12:30.410 UTC
440704,6,13,405,2020-03-23 07:12:30.410 UTC
260457,6,83,1898,2020-03-23 07:12:30.410 UTC
231264,6,53,3462,2020-03-23 07:12:30.410 UTC
405190,7,76,2580,2020-03-23 07:12:30.410 UTC
180478,8,61,1074,2020-03-23 07:12:30.410 UTC
337467,8,50,1401,2020-03-23 07:12:30.410 UTC
495132,7,145,3276,2020-03-23 07:12:30.410 UTC
523900,23,10,500,2020-03-23 07:12:30.410 UTC
591450,7,5,674,2020-03-23 07:12:30.410 UTC
505800,8,60,2701,2020-03-23 07:12:30.410 UTC
459458,6,70,2569,2020-03-23 07:12:30.410 UTC
586638,15,4,948,2020-03-23 07:12:30.410 UTC
154341,9,156,2512,2020-03-23 07:12:30.410 UTC
478047,7,168,4834,2020-03-23 07:12:30.410 UTC
542744,8,36,942,2020-03-23 07:12:30.410 UTC
542086,8,106,2462,2020-03-23 07:12:30.410 UTC
290877,7,47,4300,2020-03-23 07:12:30.410 UTC
307741,7,60,1323,2020-03-23 07:12:30.410 UTC
151593,3,193,2245,2020-03-23 07:12:30.410 UTC
558494,6,98,2086,2020-03-23 07:12:30.410 UTC
539615,6,9,975,2020-03-23 07:12:30.410 UTC
375651,6,165,2944,2020-03-23 07:12:30.410 UTC
209069,7,132,3637,2020-03-23 07:12:30.410 UTC
351604,7,37,1782,2020-03-23 07:12:30.410 UTC
489054,7,313,5496,2020-03-23 07:12:30.410 UTC
399164,9,66,1260,2020-03-23 07:12:30.410 UTC
237966,7,38,600,2020-03-23 07:12:30.410 UTC
568552,8,8,654,2020-03-23 07:12:30.410 UTC
467582,8,84,3480,2020-03-23 07:12:30.410 UTC
508653,11,29,1087,2020-03-23 07:12:30.410 UTC
229326,8,118,1981,2020-03-23 07:12:30.410 UTC
164559,7,46,866,2020-03-23 07:12:30.410 UTC
264124,8,30,908,2020-03-23 07:12:30.410 UTC
96043,28,11,1590,2020-03-23 07:12:30.410 UTC
436720,10,1,330,2020-03-23 07:12:30.410 UTC
405073,11,39,1395,2020-03-23 07:12:30.410 UTC
297228,16,7,313,2020-03-23 07:12:30.410 UTC
529258,7,141,767,2020-03-23 07:12:30.410 UTC
292594,17,1,1155,2020-03-23 07:12:30.410 UTC
464287,6,39,1483,2020-03-23 07:12:30.410 UTC
127767,16,56,144,2020-03-23 07:12:30.410 UTC
480899,9,13,713,2020-03-23 07:12:30.410 UTC
464430,7,43,921,2020-03-23 07:12:30.410 UTC
476482,4,75,2370,2020-03-23 07:12:30.410 UTC
442460,8,38,925,2020-03-23 07:12:30.410 UTC
347693,6,44,1156,2020-03-23 07:12:30.410 UTC
650980,6,103,2134,2020-03-23 07:12:30.410 UTC
611283,6,378,4105,2020-03-23 07:12:30.410 UTC
738810,6,181,794,2020-03-23 07:12:30.410 UTC
661467,9,68,1004,2020-03-23 07:12:30.410 UTC
687148,22,16,459,2020-03-23 07:12:30.410 UTC
729333,1,216,1477,2020-03-23 07:12:30.410 UTC
622862,11,19,1145,2020-03-23 07:12:30.410 UTC
496202,6,109,1100,2020-03-23 07:12:30.410 UTC
516530,8,13,712,2020-03-23 07:12:30.410 UTC
714338,7,16,299,2020-03-23 07:12:30.410 UTC
648830,13,65,1041,2020-03-23 07:12:30.410 UTC
696577,8,30,702,2020-03-23 07:12:30.410 UTC
558967,7,85,1375,2020-03-23 07:12:30.410 UTC
632586,7,108,3075,2020-03-23 07:12:30.410 UTC
677663,7,219,1750,2020-03-23 07:12:30.410 UTC
210963,7,262,3820,2020-03-23 07:12:30.410 UTC
161499,1,3,123,2020-03-23 07:12:30.410 UTC
699343,21,11,491,2020-03-23 07:12:30.410 UTC
282549,9,3,501,2020-03-23 07:12:30.410 UTC
97646,8,16,687,2020-03-23 07:12:30.410 UTC
434045,7,54,256,2020-03-23 07:12:30.410 UTC
680958,6,103,1391,2020-03-23 07:12:30.410 UTC
682848,1,32,470,2020-03-23 07:12:30.410 UTC
729173,7,105,1032,2020-03-23 07:12:30.410 UTC
673956,14,3,741,2020-03-23 07:12:30.410 UTC
597233,7,71,1050,2020-03-23 07:12:30.410 UTC
597368,1,339,3903,2020-03-23 07:12:30.410 UTC
656577,10,5,594,2020-03-23 07:12:30.410 UTC
688054,11,18,291,2020-03-23 07:12:30.410 UTC
729889,17,99,1427,2020-03-23 07:12:30.410 UTC
688609,6,150,1211,2020-03-23 07:12:30.410 UTC
713909,6,22,203,2020-03-23 07:12:30.410 UTC
52045,6,171,1818,2020-03-23 07:12:30.410 UTC
717256,6,101,1090,2020-03-23 07:12:30.410 UTC
193063,8,1,335,2020-03-23 07:12:30.410 UTC
690751,0,237,1643,2020-03-23 07:12:30.410 UTC
475129,6,204,1258,2020-03-23 07:12:30.410 UTC
692541,8,52,695,2020-03-23 07:12:30.410 UTC
604936,9,11,805,2020-03-23 07:12:30.410 UTC
219191,7,7,160,2020-03-23 07:12:30.410 UTC
701835,8,106,1346,2020-03-23 07:12:30.410 UTC
306297,10,22,520,2020-03-23 07:12:30.410 UTC
666054,13,8,347,2020-03-23 07:12:30.410 UTC
707636,7,223,1791,2020-03-23 07:12:30.410 UTC
389033,6,64,1127,2020-03-23 07:12:30.410 UTC
270862,6,178,3485,2020-03-23 07:12:30.410 UTC
633804,17,14,1650,2020-03-23 07:12:30.410 UTC
472827,6,34,1804,2020-03-23 07:12:30.410 UTC
172866,6,52,623,2020-03-23 07:12:30.410 UTC
705161,8,53,503,2020-03-23 07:12:30.410 UTC
634220,8,6,318,2020-03-23 07:12:30.410 UTC
284847,9,5,1055,2020-03-23 07:12:30.410 UTC
638369,6,117,2197,2020-03-23 07:12:30.410 UTC
58023,7,69,2160,2020-03-23 07:12:30.410 UTC
75372,8,128,1241,2020-03-23 07:12:30.410 UTC
645444,8,20,575,2020-03-23 07:12:30.410 UTC
554939,8,118,889,2020-03-23 07:12:30.410 UTC
628775,6,95,923,2020-03-23 07:12:30.410 UTC
625780,8,144,1963,2020-03-23 07:12:30.410 UTC
676202,7,219,1782,2020-03-23 07:12:30.410 UTC
690274,1,136,1222,2020-03-23 07:12:30.410 UTC
243043,0,36,1515,2020-03-23 07:12:30.410 UTC
49843,8,110,2298,2020-03-23 07:12:30.410 UTC
619733,9,27,582,2020-03-23 07:12:30.410 UTC
492934,1,168,3110,2020-03-23 07:12:30.410 UTC
475333,7,88,1158,2020-03-23 07:12:30.410 UTC
44822,9,10,499,2020-03-23 07:12:30.410 UTC
134417,8,12,576,2020-03-23 07:12:30.410 UTC
692485,13,55,1103,2020-03-23 07:12:30.410 UTC
768571,7,233,759,2020-03-23 07:12:30.410 UTC
