id_driver,recency,frequency,monetary_value,updated_at
700003,8,20,290,2020-03-23 07:12:30.410 UTC
311036,9,8,786,2020-03-23 07:12:30.410 UTC
583288,20,3,2358,2020-03-23 07:12:30.410 UTC
716819,13,56,839,2020-03-23 07:12:30.410 UTC
654766,6,165,2154,2020-03-23 07:12:30.410 UTC
639111,6,169,1827,2020-03-23 07:12:30.410 UTC
381044,12,99,1275,2020-03-23 07:12:30.410 UTC
633229,6,108,824,2020-03-23 07:12:30.410 UTC
394726,6,2,4392,2020-03-23 07:12:30.410 UTC
760946,9,290,1406,2020-03-23 07:12:30.410 UTC
742843,6,74,854,2020-03-23 07:12:30.410 UTC
265951,6,101,2729,2020-03-23 07:12:30.410 UTC
64956,6,186,11487,2020-03-23 07:12:30.410 UTC
9982,6,58,4322,2020-03-23 07:12:30.410 UTC
438476,8,94,3862,2020-03-23 07:12:30.410 UTC
18006,7,78,12712,2020-03-23 07:12:30.410 UTC
726140,6,82,541,2020-03-23 07:12:30.410 UTC
34471,6,135,5511,2020-03-23 07:12:30.410 UTC
615060,7,28,1141,2020-03-23 07:12:30.410 UTC
387209,6,118,5821,2020-03-23 07:12:30.410 UTC
627788,8,200,2079,2020-03-23 07:12:30.410 UTC
447476,7,235,5404,2020-03-23 07:12:30.410 UTC
724908,25,1,508,2020-03-23 07:12:30.410 UTC
165826,1,73,4279,2020-03-23 07:12:30.410 UTC
184857,7,70,2578,2020-03-23 07:12:30.410 UTC
268378,6,49,3213,2020-03-23 07:12:30.410 UTC
731554,8,53,643,2020-03-23 07:12:30.410 UTC
219174,9,34,5091,2020-03-23 07:12:30.410 UTC
171323,6,189,2996,2020-03-23 07:12:30.410 UTC
726248,8,13,253,2020-03-23 07:12:30.410 UTC
59819,8,147,1721,2020-03-23 07:12:30.410 UTC
641990,9,60,183,2020-03-23 07:12:30.410 UTC
605310,11,61,466,2020-03-23 07:12:30.410 UTC
687730,6,136,1198,2020-03-23 07:12:30.410 UTC
287093,7,199,767,2020-03-23 07:12:30.410 UTC
603277,2,56,274,2020-03-23 07:12:30.410 UTC
481286,25,2,631,2020-03-23 07:12:30.410 UTC
266349,6,182,3685,2020-03-23 07:12:30.410 UTC
434059,7,12,139,2020-03-23 07:12:30.410 UTC
108515,11,51,1645,2020-03-23 07:12:30.410 UTC
599501,6,214,2702,2020-03-23 07:12:30.410 UTC
746761,7,80,582,2020-03-23 07:12:30.410 UTC
369613,8,16,245,2020-03-23 07:12:30.410 UTC
747100,8,130,806,2020-03-23 07:12:30.410 UTC
27427,7,100,3857,2020-03-23 07:12:30.410 UTC
791067,7,96,261,2020-03-23 07:12:30.410 UTC
605683,8,80,662,2020-03-23 07:12:30.410 UTC
52571,12,33,828,2020-03-23 07:12:30.410 UTC
425896,6,71,2946,2020-03-23 07:12:30.410 UTC
88154,6,194,6171,2020-03-23 07:12:30.410 UTC
636510,7,14,926,2020-03-23 07:12:30.410 UTC
4437,7,58,1836,2020-03-23 07:12:30.410 UTC
474332,7,32,1572,2020-03-23 07:12:30.410 UTC
739873,15,75,437,2020-03-23 07:12:30.410 UTC
556462,9,26,667,2020-03-23 07:12:30.410 UTC
738824,6,227,1276,2020-03-23 07:12:30.410 UTC
296530,7,100,5396,2020-03-23 07:12:30.410 UTC
27791,0,28,5086,2020-03-23 07:12:30.410 UTC
608670,8,165,2693,2020-03-23 07:12:30.410 UTC
408634,8,62,2878,2020-03-23 07:12:30.410 UTC
648917,7,14,2443,2020-03-23 07:12:30.410 UTC
763257,7,117,653,2020-03-23 07:12:30.410 UTC
161309,6,81,4044,2020-03-23 07:12:30.410 UTC
116818,7,60,4202,2020-03-23 07:12:30.410 UTC
345422,7,128,1025,2020-03-23 07:12:30.410 UTC
18574,2,80,9999,2020-03-23 07:12:30.410 UTC
161911,7,113,4319,2020-03-23 07:12:30.410 UTC
527430,8,50,1600,2020-03-23 07:12:30.410 UTC
34939,0,36,1137,2020-03-23 07:12:30.410 UTC
25926,1,90,1203,2020-03-23 07:12:30.410 UTC
728134,7,57,266,2020-03-23 07:12:30.410 UTC
231014,6,111,4108,2020-03-23 07:12:30.410 UTC
668581,8,74,468,2020-03-23 07:12:30.410 UTC
267238,11,26,3676,2020-03-23 07:12:30.410 UTC
122167,20,15,3893,2020-03-23 07:12:30.410 UTC
11616,7,54,4298,2020-03-23 07:12:30.410 UTC
646290,5,61,2232,2020-03-23 07:12:30.410 UTC
562028,29,1,365,2020-03-23 07:12:30.410 UTC
649954,28,2,125,2020-03-23 07:12:30.410 UTC
327557,8,108,3133,2020-03-23 07:12:30.410 UTC
730405,9,1,551,2020-03-23 07:12:30.410 UTC
704698,7,186,836,2020-03-23 07:12:30.410 UTC
700124,7,167,413,2020-03-23 07:12:30.410 UTC
108490,7,41,2309,2020-03-23 07:12:30.410 UTC
784742,6,236,598,2020-03-23 07:12:30.410 UTC
175220,5,11,3800,2020-03-23 07:12:30.410 UTC
134240,14,20,1103,2020-03-23 07:12:30.410 UTC
446700,7,91,1276,2020-03-23 07:12:30.410 UTC
57777,7,46,9095,2020-03-23 07:12:30.410 UTC
780281,9,198,358,2020-03-23 07:12:30.410 UTC
349801,10,3,2872,2020-03-23 07:12:30.410 UTC
326547,19,35,2730,2020-03-23 07:12:30.410 UTC
371515,7,29,3134,2020-03-23 07:12:30.410 UTC
380780,7,188,5283,2020-03-23 07:12:30.410 UTC
326062,6,21,339,2020-03-23 07:12:30.410 UTC
445811,8,5,204,2020-03-23 07:12:30.410 UTC
196536,7,9,106,2020-03-23 07:12:30.410 UTC
116951,0,98,3582,2020-03-23 07:12:30.410 UTC
170799,7,5,2391,2020-03-23 07:12:30.410 UTC
103045,7,37,4072,2020-03-23 07:12:30.410 UTC
586340,8,79,291,2020-03-23 07:12:30.410 UTC
784109,9,25,121,2020-03-23 07:12:30.410 UTC
53901,25,14,4262,2020-03-23 07:12:30.410 UTC
537548,17,4,622,2020-03-23 07:12:30.410 UTC
220046,21,92,1458,2020-03-23 07:12:30.410 UTC
351539,14,52,650,2020-03-23 07:12:30.410 UTC
206633,11,43,2096,2020-03-23 07:12:30.410 UTC
8729,8,74,5876,2020-03-23 07:12:30.410 UTC
275024,27,1,999,2020-03-23 07:12:30.410 UTC
110557,7,144,3128,2020-03-23 07:12:30.410 UTC
515018,19,1,563,2020-03-23 07:12:30.410 UTC
36916,1,118,5942,2020-03-23 07:12:30.410 UTC
171427,8,28,2352,2020-03-23 07:12:30.410 UTC
360825,15,22,3262,2020-03-23 07:12:30.410 UTC
181285,17,42,4581,2020-03-23 07:12:30.410 UTC
361636,7,144,4058,2020-03-23 07:12:30.410 UTC
342947,29,1,226,2020-03-23 07:12:30.410 UTC
370237,6,105,2638,2020-03-23 07:12:30.410 UTC
154707,13,5,1344,2020-03-23 07:12:30.410 UTC
620682,29,2,82,2020-03-23 07:12:30.410 UTC
167235,0,6,6322,2020-03-23 07:12:30.410 UTC
62229,16,12,335,2020-03-23 07:12:30.410 UTC
154243,6,35,1811,2020-03-23 07:12:30.410 UTC
249460,2,95,3368,2020-03-23 07:12:30.410 UTC
50910,9,95,4012,2020-03-23 07:12:30.410 UTC
21622,6,29,3603,2020-03-23 07:12:30.410 UTC
272783,3,26,1154,2020-03-23 07:12:30.410 UTC
154338,9,24,4477,2020-03-23 07:12:30.410 UTC
223466,9,15,1089,2020-03-23 07:12:30.410 UTC
23807,7,2,3424,2020-03-23 07:12:30.410 UTC
25077,4,20,1020,2020-03-23 07:12:30.410 UTC
210422,6,182,2038,2020-03-23 07:12:30.410 UTC
583825,6,80,2734,2020-03-23 07:12:30.410 UTC
452093,8,2,921,2020-03-23 07:12:30.410 UTC
116670,9,9,1301,2020-03-23 07:12:30.410 UTC
55662,7,16,1358,2020-03-23 07:12:30.410 UTC
460269,12,17,1363,2020-03-23 07:12:30.410 UTC
468801,7,156,1902,2020-03-23 07:12:30.410 UTC
7064,1,119,14286,2020-03-23 07:12:30.410 UTC
298672,12,35,1843,2020-03-23 07:12:30.410 UTC
131280,8,40,2259,2020-03-23 07:12:30.410 UTC
168557,24,3,420,2020-03-23 07:12:30.410 UTC
98211,6,27,2513,2020-03-23 07:12:30.410 UTC
284930,10,55,2413,2020-03-23 07:12:30.410 UTC
646854,11,15,835,2020-03-23 07:12:30.410 UTC
629986,1,200,2839,2020-03-23 07:12:30.410 UTC
291333,10,17,1368,2020-03-23 07:12:30.410 UTC
7992,8,37,4507,2020-03-23 07:12:30.410 UTC
8742,7,46,5557,2020-03-23 07:12:30.410 UTC
154832,14,20,3222,2020-03-23 07:12:30.410 UTC
240083,6,8,1557,2020-03-23 07:12:30.410 UTC
13073,8,105,2801,2020-03-23 07:12:30.410 UTC
303043,24,1,66,2020-03-23 07:12:30.410 UTC
116870,16,2,1225,2020-03-23 07:12:30.410 UTC
82925,14,1,1320,2020-03-23 07:12:30.410 UTC
668179,7,176,1274,2020-03-23 07:12:30.410 UTC
179651,24,21,1257,2020-03-23 07:12:30.410 UTC
702717,13,9,608,2020-03-23 07:12:30.410 UTC
4398,9,67,2323,2020-03-23 07:12:30.410 UTC
695113,21,6,265,2020-03-23 07:12:30.410 UTC
38442,7,57,656,2020-03-23 07:12:30.410 UTC
466070,7,30,1695,2020-03-23 07:12:30.410 UTC
595890,7,15,490,2020-03-23 07:12:30.410 UTC
699162,7,10,1077,2020-03-23 07:12:30.410 UTC
706133,0,62,371,2020-03-23 07:12:30.410 UTC
664199,7,146,365,2020-03-23 07:12:30.410 UTC
483380,13,87,2572,2020-03-23 07:12:30.410 UTC
703610,8,6,437,2020-03-23 07:12:30.410 UTC
342275,9,88,1419,2020-03-23 07:12:30.410 UTC
308422,13,13,400,2020-03-23 07:12:30.410 UTC
142091,16,4,957,2020-03-23 07:12:30.410 UTC
381504,6,12,1680,2020-03-23 07:12:30.410 UTC
518226,10,29,1513,2020-03-23 07:12:30.410 UTC
684427,9,78,593,2020-03-23 07:12:30.410 UTC
81131,14,4,4159,2020-03-23 07:12:30.410 UTC
684023,10,180,1983,2020-03-23 07:12:30.410 UTC
697068,8,27,177,2020-03-23 07:12:30.410 UTC
688363,6,182,1260,2020-03-23 07:12:30.410 UTC
699578,9,59,1004,2020-03-23 07:12:30.410 UTC
236307,1,5,956,2020-03-23 07:12:30.410 UTC
61965,17,3,1176,2020-03-23 07:12:30.410 UTC
133759,9,12,1230,2020-03-23 07:12:30.410 UTC
132537,13,1,801,2020-03-23 07:12:30.410 UTC
106179,14,3,814,2020-03-23 07:12:30.410 UTC
199835,8,107,4656,2020-03-23 07:12:30.410 UTC
86181,14,5,1228,2020-03-23 07:12:30.410 UTC
376939,7,13,1771,2020-03-23 07:12:30.410 UTC
365360,10,1,566,2020-03-23 07:12:30.410 UTC
557372,13,1,165,2020-03-23 07:12:30.410 UTC
531239,7,192,2091,2020-03-23 07:12:30.410 UTC
550878,9,65,1357,2020-03-23 07:12:30.410 UTC
392363,21,11,556,2020-03-23 07:12:30.410 UTC
248610,21,11,197,2020-03-23 07:12:30.410 UTC
442508,26,5,85,2020-03-23 07:12:30.410 UTC
788813,7,191,311,2020-03-23 07:12:30.410 UTC
674534,7,205,237,2020-03-23 07:12:30.410 UTC
763196,23,71,459,2020-03-23 07:12:30.410 UTC
752042,7,6,28,2020-03-23 07:12:30.410 UTC
312801,6,261,297,2020-03-23 07:12:30.410 UTC
151897,8,74,2235,2020-03-23 07:12:30.410 UTC
744971,8,38,173,2020-03-23 07:12:30.410 UTC
543682,12,21,275,2020-03-23 07:12:30.410 UTC
715943,8,41,179,2020-03-23 07:12:30.410 UTC
774299,6,211,771,2020-03-23 07:12:30.410 UTC
741668,16,2,72,2020-03-23 07:12:30.410 UTC
193108,7,24,1295,2020-03-23 07:12:30.410 UTC
709024,9,68,202,2020-03-23 07:12:30.410 UTC
153410,8,38,1089,2020-03-23 07:12:30.410 UTC
546777,7,46,99,2020-03-23 07:12:30.410 UTC
802728,12,50,114,2020-03-23 07:12:30.410 UTC
558573,8,66,788,2020-03-23 07:12:30.410 UTC
751361,6,121,551,2020-03-23 07:12:30.410 UTC
733171,8,101,231,2020-03-23 07:12:30.410 UTC
163476,8,87,623,2020-03-23 07:12:30.410 UTC
728619,7,229,682,2020-03-23 07:12:30.410 UTC
769859,7,179,743,2020-03-23 07:12:30.410 UTC
634780,6,54,424,2020-03-23 07:12:30.410 UTC
427045,0,154,229,2020-03-23 07:12:30.410 UTC
753195,21,11,89,2020-03-23 07:12:30.410 UTC
615736,7,73,774,2020-03-23 07:12:30.410 UTC
542633,7,256,1177,2020-03-23 07:12:30.410 UTC
807900,8,87,97,2020-03-23 07:12:30.410 UTC
798935,9,64,123,2020-03-23 07:12:30.410 UTC
71935,7,124,1498,2020-03-23 07:12:30.410 UTC
722845,9,60,332,2020-03-23 07:12:30.410 UTC
366378,14,3,678,2020-03-23 07:12:30.410 UTC
768529,8,155,588,2020-03-23 07:12:30.410 UTC
800465,7,138,204,2020-03-23 07:12:30.410 UTC
512027,22,2,205,2020-03-23 07:12:30.410 UTC
125046,11,11,883,2020-03-23 07:12:30.410 UTC
776705,8,214,382,2020-03-23 07:12:30.410 UTC
796169,7,125,281,2020-03-23 07:12:30.410 UTC
249911,8,57,678,2020-03-23 07:12:30.410 UTC
734047,9,30,307,2020-03-23 07:12:30.410 UTC
84026,15,32,1011,2020-03-23 07:12:30.410 UTC
750780,16,3,118,2020-03-23 07:12:30.410 UTC
561183,11,2,255,2020-03-23 07:12:30.410 UTC
781898,2,19,122,2020-03-23 07:12:30.410 UTC
32568,18,5,3097,2020-03-23 07:12:30.410 UTC
381400,28,6,934,2020-03-23 07:12:30.410 UTC
301511,14,3,463,2020-03-23 07:12:30.410 UTC
89840,7,38,320,2020-03-23 07:12:30.410 UTC
61128,7,20,684,2020-03-23 07:12:30.410 UTC
228139,13,12,100,2020-03-23 07:12:30.410 UTC
220119,7,38,64,2020-03-23 07:12:30.410 UTC
722966,6,17,140,2020-03-23 07:12:30.410 UTC
794279,17,7,79,2020-03-23 07:12:30.410 UTC
555205,13,22,250,2020-03-23 07:12:30.410 UTC
732118,14,2,54,2020-03-23 07:12:30.410 UTC
783563,7,3,93,2020-03-23 07:12:30.410 UTC
519864,9,13,487,2020-03-23 07:12:30.410 UTC
696158,9,1,90,2020-03-23 07:12:30.410 UTC
710325,6,4,353,2020-03-23 07:12:30.410 UTC
119293,9,1,609,2020-03-23 07:12:30.410 UTC
296505,8,36,38,2020-03-23 07:12:30.410 UTC
806383,6,182,202,2020-03-23 07:12:30.410 UTC
801926,7,116,116,2020-03-23 07:12:30.410 UTC
814234,8,48,48,2020-03-23 07:12:30.410 UTC
814446,6,159,159,2020-03-23 07:12:30.410 UTC
816324,1,63,63,2020-03-23 07:12:30.410 UTC
337689,10,1,9,2020-03-23 07:12:30.410 UTC
671114,9,53,81,2020-03-23 07:12:30.410 UTC
777706,9,18,18,2020-03-23 07:12:30.410 UTC
174770,6,5,19,2020-03-23 07:12:30.410 UTC
803856,8,92,96,2020-03-23 07:12:30.410 UTC
18964,8,22,29,2020-03-23 07:12:30.410 UTC
284106,10,167,167,2020-03-23 07:12:30.410 UTC
621342,17,2,213,2020-03-23 07:12:30.410 UTC
735642,0,13,339,2020-03-23 07:12:30.410 UTC
747550,9,1,113,2020-03-23 07:12:30.410 UTC
639380,7,19,126,2020-03-23 07:12:30.410 UTC
757734,24,8,118,2020-03-23 07:12:30.410 UTC
807224,9,4,4,2020-03-23 07:12:30.410 UTC
760430,3,56,56,2020-03-23 07:12:30.410 UTC
817854,8,1,1,2020-03-23 07:12:30.410 UTC
524832,16,2,39,2020-03-23 07:12:30.410 UTC
612212,14,26,387,2020-03-23 07:12:30.410 UTC
680997,14,70,152,2020-03-23 07:12:30.410 UTC
810939,12,50,50,2020-03-23 07:12:30.410 UTC
769322,17,27,122,2020-03-23 07:12:30.410 UTC
814954,19,1,1,2020-03-23 07:12:30.410 UTC
376696,7,8,37,2020-03-23 07:12:30.410 UTC
671222,20,3,113,2020-03-23 07:12:30.410 UTC
700467,6,6,14,2020-03-23 07:12:30.410 UTC
706640,6,1,1,2020-03-23 07:12:30.410 UTC
809669,7,96,96,2020-03-23 07:12:30.410 UTC
814498,15,70,70,2020-03-23 07:12:30.410 UTC
620280,13,3,3,2020-03-23 07:12:30.410 UTC
570369,14,8,17,2020-03-23 07:12:30.410 UTC
802022,25,12,44,2020-03-23 07:12:30.410 UTC
757387,22,3,55,2020-03-23 07:12:30.410 UTC
773770,16,11,46,2020-03-23 07:12:30.410 UTC
45873,8,96,7781,2020-03-23 07:12:30.410 UTC
451529,6,104,2720,2020-03-23 07:12:30.410 UTC
502294,7,110,2405,2020-03-23 07:12:30.410 UTC
782943,8,53,188,2020-03-23 07:12:30.410 UTC
173022,6,30,624,2020-03-23 07:12:30.410 UTC
220011,6,45,2936,2020-03-23 07:12:30.410 UTC
260727,7,143,2127,2020-03-23 07:12:30.410 UTC
758284,7,64,493,2020-03-23 07:12:30.410 UTC
532328,7,306,6496,2020-03-23 07:12:30.410 UTC
785609,6,198,677,2020-03-23 07:12:30.410 UTC
104926,7,19,284,2020-03-23 07:12:30.410 UTC
91509,7,22,2400,2020-03-23 07:12:30.410 UTC
628954,8,220,3027,2020-03-23 07:12:30.410 UTC
337901,6,92,4242,2020-03-23 07:12:30.410 UTC
31488,13,31,9604,2020-03-23 07:12:30.410 UTC
378825,8,180,4088,2020-03-23 07:12:30.410 UTC
69400,7,152,5888,2020-03-23 07:12:30.410 UTC
696023,8,52,1275,2020-03-23 07:12:30.410 UTC
350178,8,77,762,2020-03-23 07:12:30.410 UTC
336297,8,183,4247,2020-03-23 07:12:30.410 UTC
185265,6,215,9838,2020-03-23 07:12:30.410 UTC
311452,7,173,1476,2020-03-23 07:12:30.410 UTC
56632,7,121,5076,2020-03-23 07:12:30.410 UTC
243546,7,91,4447,2020-03-23 07:12:30.410 UTC
130920,10,74,5752,2020-03-23 07:12:30.410 UTC
550757,0,196,2260,2020-03-23 07:12:30.410 UTC
550726,6,4,201,2020-03-23 07:12:30.410 UTC
46614,8,248,5411,2020-03-23 07:12:30.410 UTC
678691,8,89,1333,2020-03-23 07:12:30.410 UTC
57465,9,30,702,2020-03-23 07:12:30.410 UTC
773999,7,172,790,2020-03-23 07:12:30.410 UTC
308388,6,222,6030,2020-03-23 07:12:30.410 UTC
173773,6,64,2690,2020-03-23 07:12:30.410 UTC
484091,9,32,845,2020-03-23 07:12:30.410 UTC
364463,7,206,4517,2020-03-23 07:12:30.410 UTC
251883,8,128,5370,2020-03-23 07:12:30.410 UTC
143292,11,25,1874,2020-03-23 07:12:30.410 UTC
79189,6,260,1967,2020-03-23 07:12:30.410 UTC
785518,6,218,564,2020-03-23 07:12:30.410 UTC
210257,9,11,396,2020-03-23 07:12:30.410 UTC
14486,12,15,4693,2020-03-23 07:12:30.410 UTC
61228,7,161,3957,2020-03-23 07:12:30.410 UTC
13506,7,44,3729,2020-03-23 07:12:30.410 UTC
202818,7,151,4953,2020-03-23 07:12:30.410 UTC
753828,7,127,768,2020-03-23 07:12:30.410 UTC
699478,7,73,829,2020-03-23 07:12:30.410 UTC
781278,7,176,552,2020-03-23 07:12:30.410 UTC
316845,9,26,1198,2020-03-23 07:12:30.410 UTC
123081,6,19,2031,2020-03-23 07:12:30.410 UTC
791240,9,27,161,2020-03-23 07:12:30.410 UTC
71411,6,38,3002,2020-03-23 07:12:30.410 UTC
773158,6,39,235,2020-03-23 07:12:30.410 UTC
643139,7,161,1220,2020-03-23 07:12:30.410 UTC
441259,17,1,1648,2020-03-23 07:12:30.410 UTC
713524,15,5,319,2020-03-23 07:12:30.410 UTC
338759,8,140,2099,2020-03-23 07:12:30.410 UTC
12657,8,86,5918,2020-03-23 07:12:30.410 UTC
611184,8,66,1329,2020-03-23 07:12:30.410 UTC
240516,7,68,5431,2020-03-23 07:12:30.410 UTC
741095,7,41,487,2020-03-23 07:12:30.410 UTC
788457,6,138,461,2020-03-23 07:12:30.410 UTC
766166,7,112,353,2020-03-23 07:12:30.410 UTC
781365,8,40,139,2020-03-23 07:12:30.410 UTC
424218,29,3,3521,2020-03-23 07:12:30.410 UTC
641669,6,49,1013,2020-03-23 07:12:30.410 UTC
150623,7,68,516,2020-03-23 07:12:30.410 UTC
686598,6,158,1673,2020-03-23 07:12:30.410 UTC
558473,4,69,2538,2020-03-23 07:12:30.410 UTC
82648,8,16,593,2020-03-23 07:12:30.410 UTC
8352,6,64,1636,2020-03-23 07:12:30.410 UTC
735798,9,65,472,2020-03-23 07:12:30.410 UTC
290240,8,87,1141,2020-03-23 07:12:30.410 UTC
255473,8,67,2200,2020-03-23 07:12:30.410 UTC
612489,6,156,1885,2020-03-23 07:12:30.410 UTC
779865,8,58,505,2020-03-23 07:12:30.410 UTC
749423,8,172,237,2020-03-23 07:12:30.410 UTC
192257,7,65,1553,2020-03-23 07:12:30.410 UTC
702049,7,195,1157,2020-03-23 07:12:30.410 UTC
310728,12,37,1333,2020-03-23 07:12:30.410 UTC
182711,7,150,6906,2020-03-23 07:12:30.410 UTC
348700,7,74,1730,2020-03-23 07:12:30.410 UTC
125002,8,2,929,2020-03-23 07:12:30.410 UTC
713684,7,205,1025,2020-03-23 07:12:30.410 UTC
677954,13,26,320,2020-03-23 07:12:30.410 UTC
128210,7,14,374,2020-03-23 07:12:30.410 UTC
96403,1,43,4813,2020-03-23 07:12:30.410 UTC
351691,6,73,3497,2020-03-23 07:12:30.410 UTC
46649,9,103,6311,2020-03-23 07:12:30.410 UTC
104783,12,8,219,2020-03-23 07:12:30.410 UTC
123541,7,65,3342,2020-03-23 07:12:30.410 UTC
300866,6,138,4849,2020-03-23 07:12:30.410 UTC
100647,9,116,5264,2020-03-23 07:12:30.410 UTC
83706,6,250,6970,2020-03-23 07:12:30.410 UTC
402265,8,96,918,2020-03-23 07:12:30.410 UTC
632197,22,1,430,2020-03-23 07:12:30.410 UTC
732559,14,9,21,2020-03-23 07:12:30.410 UTC
78577,4,162,4236,2020-03-23 07:12:30.410 UTC
717989,7,81,1157,2020-03-23 07:12:30.410 UTC
658134,8,57,1094,2020-03-23 07:12:30.410 UTC
132797,11,16,363,2020-03-23 07:12:30.410 UTC
496164,12,44,1455,2020-03-23 07:12:30.410 UTC
468918,6,78,468,2020-03-23 07:12:30.410 UTC
665053,8,29,833,2020-03-23 07:12:30.410 UTC
55579,6,91,6366,2020-03-23 07:12:30.410 UTC
640481,8,171,1851,2020-03-23 07:12:30.410 UTC
594351,7,50,1032,2020-03-23 07:12:30.410 UTC
173946,6,28,1628,2020-03-23 07:12:30.410 UTC
693985,7,104,1187,2020-03-23 07:12:30.410 UTC
101536,5,76,2569,2020-03-23 07:12:30.410 UTC
9882,6,110,9051,2020-03-23 07:12:30.410 UTC
665777,7,254,1543,2020-03-23 07:12:30.410 UTC
249872,8,61,317,2020-03-23 07:12:30.410 UTC
115292,9,183,4941,2020-03-23 07:12:30.410 UTC
154728,6,103,6819,2020-03-23 07:12:30.410 UTC
25745,0,277,5429,2020-03-23 07:12:30.410 UTC
718609,12,32,308,2020-03-23 07:12:30.410 UTC
299492,8,75,1519,2020-03-23 07:12:30.410 UTC
462411,8,39,1643,2020-03-23 07:12:30.410 UTC
325758,15,14,384,2020-03-23 07:12:30.410 UTC
158287,8,160,1791,2020-03-23 07:12:30.410 UTC
618788,8,213,3217,2020-03-23 07:12:30.410 UTC
14980,7,153,10693,2020-03-23 07:12:30.410 UTC
689750,10,54,871,2020-03-23 07:12:30.410 UTC
484889,1,61,617,2020-03-23 07:12:30.410 UTC
660328,8,34,1772,2020-03-23 07:12:30.410 UTC
36088,23,3,326,2020-03-23 07:12:30.410 UTC
100270,23,5,391,2020-03-23 07:12:30.410 UTC
76539,7,84,3497,2020-03-23 07:12:30.410 UTC
473907,6,24,197,2020-03-23 07:12:30.410 UTC
93095,7,126,4498,2020-03-23 07:12:30.410 UTC
286083,15,23,266,2020-03-23 07:12:30.410 UTC
729100,10,20,440,2020-03-23 07:12:30.410 UTC
289478,11,29,2948,2020-03-23 07:12:30.410 UTC
47338,7,179,8225,2020-03-23 07:12:30.410 UTC
692364,7,58,606,2020-03-23 07:12:30.410 UTC
88318,8,44,3250,2020-03-23 07:12:30.410 UTC
420282,20,6,443,2020-03-23 07:12:30.410 UTC
474038,18,1,2137,2020-03-23 07:12:30.410 UTC
177626,6,183,6903,2020-03-23 07:12:30.410 UTC
44520,6,396,10753,2020-03-23 07:12:30.410 UTC
38086,7,156,4914,2020-03-23 07:12:30.410 UTC
69048,6,134,9596,2020-03-23 07:12:30.410 UTC
321337,7,107,3396,2020-03-23 07:12:30.410 UTC
599072,8,107,306,2020-03-23 07:12:30.410 UTC
334923,7,243,5643,2020-03-23 07:12:30.410 UTC
12761,8,104,8052,2020-03-23 07:12:30.410 UTC
256041,6,166,657,2020-03-23 07:12:30.410 UTC
276446,10,26,815,2020-03-23 07:12:30.410 UTC
138515,12,21,1055,2020-03-23 07:12:30.410 UTC
346398,7,59,535,2020-03-23 07:12:30.410 UTC
46054,22,1,2010,2020-03-23 07:12:30.410 UTC
158331,9,38,4237,2020-03-23 07:12:30.410 UTC
226526,6,97,3114,2020-03-23 07:12:30.410 UTC
649121,9,20,1109,2020-03-23 07:12:30.410 UTC
123372,8,10,1175,2020-03-23 07:12:30.410 UTC
640837,6,141,2423,2020-03-23 07:12:30.410 UTC
252871,5,66,1380,2020-03-23 07:12:30.410 UTC
40276,10,48,3529,2020-03-23 07:12:30.410 UTC
137730,8,66,3282,2020-03-23 07:12:30.410 UTC
11820,7,85,843,2020-03-23 07:12:30.410 UTC
343723,15,26,2882,2020-03-23 07:12:30.410 UTC
357886,12,39,390,2020-03-23 07:12:30.410 UTC
681388,6,119,1468,2020-03-23 07:12:30.410 UTC
787412,16,5,93,2020-03-23 07:12:30.410 UTC
167023,7,17,3997,2020-03-23 07:12:30.410 UTC
783541,11,67,257,2020-03-23 07:12:30.410 UTC
41260,2,143,4549,2020-03-23 07:12:30.410 UTC
727782,28,14,792,2020-03-23 07:12:30.410 UTC
604105,8,18,610,2020-03-23 07:12:30.410 UTC
643555,9,49,875,2020-03-23 07:12:30.410 UTC
737515,9,31,427,2020-03-23 07:12:30.410 UTC
685480,7,99,780,2020-03-23 07:12:30.410 UTC
85968,7,127,5048,2020-03-23 07:12:30.410 UTC
685428,8,55,877,2020-03-23 07:12:30.410 UTC
342695,11,14,663,2020-03-23 07:12:30.410 UTC
11712,24,2,1752,2020-03-23 07:12:30.410 UTC
366886,6,239,4984,2020-03-23 07:12:30.410 UTC
10038,6,116,3861,2020-03-23 07:12:30.410 UTC
182998,8,22,1152,2020-03-23 07:12:30.410 UTC
658758,12,32,897,2020-03-23 07:12:30.410 UTC
719931,7,91,865,2020-03-23 07:12:30.410 UTC
676688,8,8,395,2020-03-23 07:12:30.410 UTC
742119,16,20,388,2020-03-23 07:12:30.410 UTC
602136,8,27,582,2020-03-23 07:12:30.410 UTC
23412,8,57,1755,2020-03-23 07:12:30.410 UTC
302084,10,85,2866,2020-03-23 07:12:30.410 UTC
593579,7,76,1822,2020-03-23 07:12:30.410 UTC
616885,9,53,701,2020-03-23 07:12:30.410 UTC
11785,8,83,7462,2020-03-23 07:12:30.410 UTC
300849,8,119,5543,2020-03-23 07:12:30.410 UTC
153926,12,6,7650,2020-03-23 07:12:30.410 UTC
319824,9,10,915,2020-03-23 07:12:30.410 UTC
239983,16,76,4636,2020-03-23 07:12:30.410 UTC
11976,7,114,5077,2020-03-23 07:12:30.410 UTC
508264,27,5,2110,2020-03-23 07:12:30.410 UTC
10099,6,85,11942,2020-03-23 07:12:30.410 UTC
605119,9,12,871,2020-03-23 07:12:30.410 UTC
